date,statement_id,true_hawk,ai_promptA,ai_promptB,ai_promptC,yield_change
2019-05-30,DOC_0705,-0.712,-0.238,-0.9195,-0.396,-2.76
2019-06-03,DOC_0706,-0.2365,-0.0215,-0.5566,-0.2514,-2.25
2019-06-05,DOC_0707,0.6828,0.8012,0.7188,0.6925,2.29
2019-06-07,DOC_0708,0.0534,0.4743,0.0097,-0.1077,2.27
2019-06-11,DOC_0709,-0.1551,-0.0985,-0.7338,-0.0489,2.76
2019-06-13,DOC_0710,0.2359,0.5146,0.2811,0.2134,4.51
2019-06-17,DOC_0711,0.6742,1.0488,0.4528,0.8008,6.62
2019-06-19,DOC_0712,0.4236,0.3547,0.0788,0.3839,0.76
2019-06-21,DOC_0713,0.3398,0.2245,0.0823,0.3903,6.21
2019-06-25,DOC_0714,0.2783,0.5826,0.1938,0.1474,0.28
2019-06-27,DOC_0715,0.2103,0.6879,0.04,0.4195,2.45
2019-07-01,DOC_0716,-0.1003,0.2068,-0.4422,-0.1661,5.3
2019-07-03,DOC_0717,-0.4599,-0.3172,-0.6438,-0.6567,4.08
2019-07-05,DOC_0718,0.6883,0.3664,1.0465,1.1499,3.24
2019-07-09,DOC_0719,1.0,1.323,0.8358,0.968,5.71
2019-07-11,DOC_0720,0.3021,0.4405,-0.0861,0.2027,-2.95
2019-07-15,DOC_0721,0.3399,0.4082,-0.0995,0.7444,2.22
2019-07-17,DOC_0722,-0.3158,-0.0073,-0.6045,-0.4048,0.5
2019-07-19,DOC_0723,-0.4213,-0.3249,-0.9058,-0.5725,0.31
2019-07-23,DOC_0724,0.3344,0.6004,0.2464,0.0006,3.01
2019-07-25,DOC_0725,-0.8436,-0.5265,-1.2699,-0.8773,-7.89
2019-07-29,DOC_0726,-0.2766,-0.3313,-0.3679,0.0348,-2.47
2019-07-31,DOC_0727,-0.3786,-0.4403,-0.5222,-0.2439,-9.23
2019-08-02,DOC_0728,0.6755,0.9546,0.3817,0.9359,-4.54
2019-08-06,DOC_0729,0.8481,1.1398,0.6694,1.0685,5.13
2019-08-08,DOC_0730,0.717,0.4825,0.4481,0.6981,3.35
2019-08-12,DOC_0731,-0.1555,0.2408,-0.3563,-0.0092,-1.85
2019-08-14,DOC_0732,-0.1487,0.2302,-0.0216,0.2648,-4.11
2019-08-16,DOC_0733,-0.1603,0.1821,-0.3366,-0.2022,-5.21
2019-08-20,DOC_0734,1.0,0.9965,1.2598,0.7049,3.72
2019-08-22,DOC_0735,0.7267,1.0039,0.8157,0.5702,-1.85
2019-08-26,DOC_0736,-0.0396,0.1321,-0.0795,0.4428,-4.4
2019-08-28,DOC_0737,0.3977,0.2901,0.5268,0.634,1.71
2019-08-30,DOC_0738,-0.7639,-0.3421,-0.9918,-0.5181,-5.57
2019-09-03,DOC_0739,-1.0,-1.0038,-1.0529,-0.9896,0.1
2019-09-05,DOC_0740,-1.0,-0.5067,-1.1712,-0.9343,-1.26
2019-09-09,DOC_0741,-0.5043,-0.1625,-0.9642,-0.3828,-1.66
2019-09-11,DOC_0742,-0.4294,0.0557,-0.8484,-0.2118,-1.66
2019-09-13,DOC_0743,0.1964,0.5805,-0.24,0.541,-0.99
2019-09-17,DOC_0744,-0.955,-0.5644,-1.1582,-0.8805,-4.27
2019-09-19,DOC_0745,-0.4606,-0.1651,-0.7625,-0.0427,1.66
2019-09-23,DOC_0746,-0.0774,0.0674,-0.421,0.0135,-1.49
2019-09-25,DOC_0747,-0.3899,-0.3049,-0.6132,-0.649,-0.04
2019-09-27,DOC_0748,-0.6955,-0.432,-0.5424,-0.6628,-2.26
2019-10-01,DOC_0749,-0.5274,-0.3576,-1.0638,-0.3369,-1.62
2019-10-03,DOC_0750,-0.0417,0.5816,-0.1413,-0.1369,-1.72
2019-10-07,DOC_0751,0.6341,0.848,0.557,0.6623,6.42
2019-10-09,DOC_0752,0.7242,0.9631,0.8264,0.4379,8.35
2019-10-11,DOC_0753,0.3309,0.5044,0.1678,0.5296,4.16
2019-10-15,DOC_0754,-0.5433,-0.2155,-0.4196,-0.5374,-3.62
2019-10-17,DOC_0755,-0.8116,-0.1403,-1.1566,-1.1905,-4.41
2019-10-21,DOC_0756,0.161,0.251,0.0302,0.3347,-0.48
2019-10-23,DOC_0757,0.8452,1.0302,0.6227,0.4346,0.37
2019-10-25,DOC_0758,-0.7564,-0.4501,-1.024,-1.1446,-6.32
2019-10-29,DOC_0759,-0.0856,0.217,-0.3957,0.0591,-0.49
2019-10-31,DOC_0760,0.4718,0.3347,0.4004,0.6675,2.54
2019-11-04,DOC_0761,-0.4478,-0.1964,-1.0917,-0.3075,-3.45
2019-11-06,DOC_0762,0.1582,0.263,0.0494,0.1886,0.49
2019-11-08,DOC_0763,-0.4385,-0.1443,-0.598,-0.226,-6.2
2019-11-12,DOC_0764,0.0655,0.2992,-0.1566,0.111,-4.62
2019-11-14,DOC_0765,-0.6829,-0.3068,-0.8591,-0.4944,-0.56
2019-11-18,DOC_0766,0.3926,0.3986,0.152,0.6048,0.37
2019-11-20,DOC_0767,0.5152,0.2566,0.4368,0.6628,-0.54
2019-11-22,DOC_0768,0.8209,0.9541,0.8314,0.8275,2.18
2019-11-26,DOC_0769,-0.0245,0.1801,0.1898,-0.1662,-3.72
2019-11-28,DOC_0770,-0.3455,0.0006,-0.7791,0.1536,-6.66
2019-12-02,DOC_0771,-0.8364,-0.5202,-1.1258,-0.9613,0.54
2019-12-04,DOC_0772,-0.3788,0.04,-0.4793,-0.4173,-4.59
2019-12-06,DOC_0773,-0.1059,-0.0904,0.1208,0.2385,-0.29
2019-12-10,DOC_0774,0.0543,0.2672,-0.058,0.0345,1.9
2019-12-12,DOC_0775,0.1956,0.3553,0.1507,0.3827,-1.95
2019-12-16,DOC_0776,0.2208,0.294,-0.0028,0.7684,1.72
2019-12-18,DOC_0777,0.2565,0.4477,0.1607,-0.048,4.7
2019-12-20,DOC_0778,0.2127,0.6868,0.0619,-0.0169,0.01
2019-12-24,DOC_0779,0.0485,0.2698,0.3109,0.0032,-2.39
2019-12-26,DOC_0780,0.7701,0.8897,0.5931,0.6306,7.6
2019-12-30,DOC_0781,0.8878,0.934,0.6754,1.1462,6.74
2020-01-01,DOC_0782,0.3711,0.6221,0.1641,0.3788,3.03
2020-01-03,DOC_0783,0.5045,0.5973,0.5841,0.6928,5.91
2020-01-07,DOC_0784,0.3596,0.4333,0.3124,0.51,0.51
2020-01-09,DOC_0785,0.4842,0.6109,0.3793,0.2523,2.92
2020-01-13,DOC_0786,0.0671,0.0701,0.0933,0.1539,-0.48
2020-01-15,DOC_0787,0.6268,0.7965,0.4754,0.6558,3.09
2020-01-17,DOC_0788,-0.6748,-0.2617,-1.3222,-0.302,-4.93
2020-01-21,DOC_0789,0.2852,0.4209,0.0893,0.1892,5.51
2020-01-23,DOC_0790,0.7605,0.8252,0.8769,1.0906,8.26
2020-01-27,DOC_0791,0.3796,0.3323,0.217,0.239,2.35
2020-01-29,DOC_0792,-0.9865,-0.6966,-1.2949,-1.0001,-5.3
2020-01-31,DOC_0793,-0.1626,0.0168,-0.4942,-0.1694,-2.14
2020-02-04,DOC_0794,0.5599,0.6235,0.5994,0.7114,5.48
2020-02-06,DOC_0795,0.7069,0.5466,0.6263,0.8765,2.34
2020-02-10,DOC_0796,-0.2208,-0.3838,-0.338,-0.1461,1.92
2020-02-12,DOC_0797,0.4538,0.5601,0.3139,0.4368,2.83
2020-02-14,DOC_0798,0.2203,0.5707,0.0928,0.327,-1.03
2020-02-18,DOC_0799,-0.1592,0.4127,-0.0883,0.097,-1.97
2020-02-20,DOC_0800,-0.3349,-0.2698,-0.4402,-0.2743,-0.21
2020-02-24,DOC_0801,-0.4027,-0.1256,-0.3978,-0.4812,-0.04
2020-02-26,DOC_0802,0.3808,0.455,0.3912,0.817,2.76
2020-02-28,DOC_0803,0.4278,0.4481,0.1778,0.6756,3.99
2020-03-03,DOC_0804,0.7403,0.812,0.4768,0.8059,0.91
2020-03-05,DOC_0805,0.2921,0.4903,0.5804,0.3143,0.86
2020-03-09,DOC_0806,0.7073,0.6427,0.6792,0.8899,0.83
2020-03-11,DOC_0807,0.5429,0.7658,0.422,0.7144,4.78
2020-03-13,DOC_0808,-0.2345,-0.1177,0.1305,-0.441,-0.74
2020-03-17,DOC_0809,-0.2224,-0.088,-0.4353,-0.3059,-2.55
2020-03-19,DOC_0810,0.0719,0.1568,0.3274,0.5385,-0.94
2020-03-23,DOC_0811,0.1369,0.2655,-0.1979,0.0789,-1.68
2020-03-25,DOC_0812,0.3159,0.2944,0.619,0.7472,0.8
2020-03-27,DOC_0813,-0.0395,0.2497,-0.2292,0.2207,-0.14
2020-03-31,DOC_0814,0.4916,0.6436,0.1063,0.0643,1.04
2020-04-02,DOC_0815,-0.4015,0.2215,-0.8436,-0.3121,-2.97
2020-04-06,DOC_0816,0.5447,0.5565,0.292,0.6249,7.46
2020-04-08,DOC_0817,0.8919,1.108,0.718,0.6404,5.42
2020-04-10,DOC_0818,0.3332,0.4937,0.3633,0.6033,6.29
2020-04-14,DOC_0819,0.001,0.0692,-0.1306,0.2863,2.57
2020-04-16,DOC_0820,0.0877,0.5224,0.0306,0.2282,2.05
2020-04-20,DOC_0821,-0.0676,0.1641,-0.0324,-0.1557,-0.88
2020-04-22,DOC_0822,0.3586,0.5833,0.1052,0.4056,1.99
2020-04-24,DOC_0823,-0.5748,-0.5126,-1.079,-0.666,-2.59
2020-04-28,DOC_0824,-0.4099,0.0675,-0.888,-0.3965,-3.94
2020-04-30,DOC_0825,0.115,0.3902,0.1765,-0.0976,5.44
2020-05-04,DOC_0826,0.2159,0.8494,0.0282,-0.0018,3.86
2020-05-06,DOC_0827,0.2642,0.6664,0.2271,0.5184,0.03
2020-05-08,DOC_0828,-0.2133,0.054,-0.3022,-0.2713,0.74
2020-05-12,DOC_0829,-0.001,0.1772,-0.2632,-0.1306,-0.5
2020-05-14,DOC_0830,-0.2156,-0.0305,-0.3536,-0.1015,1.67
2020-05-18,DOC_0831,-0.0244,0.1379,-0.4056,0.1147,-1.22
2020-05-20,DOC_0832,0.0185,0.1294,0.0539,0.0963,1.16
2020-05-22,DOC_0833,-0.1542,-0.1208,-0.4588,0.0516,2.36
2020-05-26,DOC_0834,0.3215,0.2509,0.5553,0.3054,-1.11
2020-05-28,DOC_0835,0.3181,-0.0504,0.1406,0.5764,5.79
2020-06-01,DOC_0836,-0.0684,0.2206,-0.2272,-0.311,-3.64
2020-06-03,DOC_0837,0.6224,0.7355,0.6499,0.5342,5.87
2020-06-05,DOC_0838,0.8954,1.0353,0.8582,0.9134,3.39
2020-06-09,DOC_0839,0.0933,0.2871,0.0574,0.0687,0.45
2020-06-11,DOC_0840,-0.6415,-0.724,-0.9254,-0.5232,-0.25
2020-06-15,DOC_0841,-0.3949,-0.0971,-0.4776,-0.4875,1.66
2020-06-17,DOC_0842,-0.3682,-0.0248,-0.8947,-0.1374,1.38
2020-06-19,DOC_0843,0.2261,-0.061,-0.0169,-0.1226,3.28
2020-06-23,DOC_0844,0.1472,0.3606,-0.0177,0.4051,0.54
2020-06-25,DOC_0845,0.8086,0.8659,1.1484,1.0376,3.85
2020-06-29,DOC_0846,0.3134,0.3439,0.4246,0.3321,-1.36
2020-07-01,DOC_0847,-0.0656,0.0283,-0.2846,0.0144,-3.63
2020-07-03,DOC_0848,-0.3901,0.0125,-0.7638,-0.271,-1.58
2020-07-07,DOC_0849,0.0174,0.4103,-0.0325,0.002,3.44
2020-07-09,DOC_0850,0.1838,0.5735,-0.4458,0.1738,2.52
2020-07-13,DOC_0851,0.1528,0.3304,-0.0548,0.4718,1.03
2020-07-15,DOC_0852,-0.3423,0.0029,-0.5164,-0.6588,-1.26
2020-07-17,DOC_0853,-0.9309,-0.2424,-0.8467,-1.2715,-8.9
2020-07-21,DOC_0854,-0.5175,-0.3198,-0.6718,-0.3412,1.66
2020-07-23,DOC_0855,0.242,0.5801,0.0392,0.1625,5.31
2020-07-27,DOC_0856,0.2337,0.3279,0.0042,0.4934,-4.37
2020-07-29,DOC_0857,0.5537,0.6268,0.3272,0.5836,11.76
2020-07-31,DOC_0858,-0.5021,-0.0886,-0.5,-0.3721,1.08
2020-08-04,DOC_0859,-0.3921,-0.108,-0.8241,-0.4152,0.45
2020-08-06,DOC_0860,0.3735,0.5386,0.202,0.0364,-1.15
2020-08-10,DOC_0861,0.5933,0.6588,0.4498,0.7412,2.27
2020-08-12,DOC_0862,0.2334,0.5514,-0.1798,0.1666,-4.24
2020-08-14,DOC_0863,-0.0819,-0.0777,-0.0086,-0.0109,-1.89
2020-08-18,DOC_0864,-0.1619,0.1805,-0.0954,-0.7198,-0.11
2020-08-20,DOC_0865,0.2461,0.2968,0.1095,0.3484,-0.61
2020-08-24,DOC_0866,0.1791,0.4959,-0.2613,0.3822,-0.51
2020-08-26,DOC_0867,-0.096,0.1168,-0.0786,0.0621,1.16
2020-08-28,DOC_0868,-0.3892,0.091,-0.3582,-0.258,0.91
2020-09-01,DOC_0869,1.0,1.1364,0.7304,1.2284,4.26
2020-09-03,DOC_0870,0.8468,1.029,0.386,0.6515,7.04
2020-09-07,DOC_0871,1.0,1.1374,1.0579,0.6813,2.93
2020-09-09,DOC_0872,-0.0116,0.7656,-0.2403,-0.1143,-1.72
2020-09-11,DOC_0873,-0.0277,-0.0593,-0.1363,0.1883,-3.39
2020-09-15,DOC_0874,0.5591,0.478,0.4038,0.8727,3.06
2020-09-17,DOC_0875,0.3922,0.3559,0.3756,-0.0484,4.06
2020-09-21,DOC_0876,0.3067,0.7513,0.2487,0.0808,5.85
2020-09-23,DOC_0877,-0.4697,-0.0261,-0.9253,-0.2467,5.7
2020-09-25,DOC_0878,-0.588,-0.1304,-0.6408,-0.7741,-1.92
2020-09-29,DOC_0879,-0.2092,-0.1546,-0.539,-0.4224,-3.17
2020-10-01,DOC_0880,0.198,-0.0075,0.1532,-0.1048,-1.61
2020-10-05,DOC_0881,0.3615,0.6229,-0.1018,0.0647,4.98
2020-10-07,DOC_0882,0.233,0.3588,-0.0157,0.0183,3.58
2020-10-09,DOC_0883,0.6268,0.8357,0.8559,0.4922,1.41
2020-10-13,DOC_0884,0.6285,0.2086,0.6761,0.4643,4.45
2020-10-15,DOC_0885,-0.2132,-0.1156,-0.3062,-0.3573,-2.71
2020-10-19,DOC_0886,0.4271,0.4287,0.5932,0.3698,0.26
2020-10-21,DOC_0887,0.8897,0.9284,0.7776,0.7311,4.8
2020-10-23,DOC_0888,1.0,1.1375,1.1162,0.7012,6.1
2020-10-27,DOC_0889,-0.256,-0.2128,-0.2655,0.0375,-0.51
2020-10-29,DOC_0890,0.0141,0.2989,-0.5794,0.1283,-1.0
2020-11-02,DOC_0891,-0.4898,-0.1806,-0.7761,-0.2759,-8.0
2020-11-04,DOC_0892,-0.7477,-0.5925,-0.9342,-0.7697,-0.19
2020-11-06,DOC_0893,-0.9245,-0.7794,-1.153,-0.6633,-1.8
2020-11-10,DOC_0894,-0.6935,-0.4596,-0.7502,-0.7661,-4.24
2020-11-12,DOC_0895,0.0341,-0.0303,-0.3217,0.141,0.66
2020-11-16,DOC_0896,0.2317,0.6083,0.264,0.0627,-2.85
2020-11-18,DOC_0897,0.5432,0.5608,0.2467,0.5112,0.4
2020-11-20,DOC_0898,0.387,0.2615,0.2206,0.5171,2.78
2020-11-24,DOC_0899,-0.0488,0.0778,0.207,-0.1116,-4.04
2020-11-26,DOC_0900,0.2002,0.3168,-0.0112,0.4239,4.03
2020-11-30,DOC_0901,0.3624,0.7473,0.1878,0.4617,6.05
2020-12-02,DOC_0902,-0.9016,-0.5935,-0.8772,-0.6787,-2.37
2020-12-04,DOC_0903,0.0016,-0.0061,-0.1892,-0.0184,1.82
2020-12-08,DOC_0904,0.1445,0.3083,0.015,-0.0423,4.88
2020-12-10,DOC_0905,-0.7672,-0.4772,-0.926,-0.7092,-3.47
2020-12-14,DOC_0906,-1.0,-0.5682,-1.3467,-0.9797,-7.51
2020-12-16,DOC_0907,-0.8866,-0.7946,-1.0896,-0.8528,-8.87
2020-12-18,DOC_0908,-0.4764,-0.4028,-0.3494,-0.0618,3.57
2020-12-22,DOC_0909,-0.3077,-0.1624,-0.5272,-0.3306,-3.65
2020-12-24,DOC_0910,1.0,0.4699,1.0184,0.9014,4.73
2020-12-28,DOC_0911,0.5228,0.5633,0.381,1.0679,1.43
2020-12-30,DOC_0912,0.8075,0.6573,0.8558,0.8198,6.43
2021-01-01,DOC_0913,0.5696,0.7126,0.5567,0.6611,5.84
2021-01-05,DOC_0914,-0.4402,-0.2347,-0.9574,-0.2896,-4.04
2021-01-07,DOC_0915,-0.5617,0.1385,-0.9508,-0.015,-3.52
2021-01-11,DOC_0916,-0.1743,0.116,-0.6391,0.024,-7.43
2021-01-13,DOC_0917,-0.247,-0.1473,-0.2531,-0.1057,-8.33
2021-01-15,DOC_0918,0.3795,0.2673,0.221,0.0822,1.58
2021-01-19,DOC_0919,0.2451,0.3399,-0.1307,0.2091,-3.77
2021-01-21,DOC_0920,0.4375,0.4832,0.4547,0.5581,2.8
2021-01-25,DOC_0921,0.1139,0.1644,0.0258,0.174,0.9
2021-01-27,DOC_0922,-0.3758,0.1248,-0.8522,-0.0545,-2.35
2021-01-29,DOC_0923,-0.2577,-0.1512,-0.2981,0.168,-6.21
2021-02-02,DOC_0924,-0.1757,-0.2077,-0.1973,0.0118,-2.25
2021-02-04,DOC_0925,-0.3813,-0.0904,-0.8877,-0.591,0.06
2021-02-08,DOC_0926,-0.3509,-0.076,-0.2715,0.1526,-2.62
2021-02-10,DOC_0927,-1.0,-0.8542,-1.0357,-0.8133,-2.4
2021-02-12,DOC_0928,-0.1285,0.3393,-0.417,-0.1782,4.36
2021-02-16,DOC_0929,0.1382,0.3445,0.0421,0.0098,3.6
2021-02-18,DOC_0930,-0.5142,-0.2401,-1.0965,-0.5898,-3.05
2021-02-22,DOC_0931,-0.8504,-0.2278,-0.7266,-0.5722,-6.12
2021-02-24,DOC_0932,0.2591,0.1374,0.0832,0.1223,3.03
2021-02-26,DOC_0933,0.7877,0.758,0.9703,1.0726,8.07
2021-03-02,DOC_0934,0.1855,0.3005,0.1514,0.1671,-0.79
2021-03-04,DOC_0935,-0.3158,0.1228,-1.0063,-0.3264,0.35
2021-03-08,DOC_0936,0.5055,0.3982,0.2003,0.6212,4.58
2021-03-10,DOC_0937,-0.2367,0.1654,-0.5789,-0.1704,-1.28
2021-03-12,DOC_0938,-0.266,0.0044,-0.2614,-0.2119,1.87
2021-03-16,DOC_0939,0.7413,1.2038,0.7826,0.8187,-0.52
2021-03-18,DOC_0940,1.0,1.1133,0.896,0.8928,-1.69
2021-03-22,DOC_0941,0.3563,0.2823,-0.0353,0.5741,5.19
2021-03-24,DOC_0942,0.2373,0.23,0.0371,0.1707,3.75
2021-03-26,DOC_0943,0.1181,0.4148,-0.0456,0.0779,-0.47
2021-03-30,DOC_0944,-0.0905,0.1407,-0.203,0.165,-1.0
2021-04-01,DOC_0945,-0.3922,0.0248,-0.8675,-0.1648,1.03
2021-04-05,DOC_0946,0.4204,0.5158,0.3395,0.4374,2.51
2021-04-07,DOC_0947,0.3677,0.7868,0.4041,0.1463,6.72
2021-04-09,DOC_0948,-0.2448,-0.2943,-0.2713,-0.1514,3.73
2021-04-13,DOC_0949,0.3389,0.7262,0.2166,0.6163,-1.74
2021-04-15,DOC_0950,0.6264,0.5829,0.5852,0.5642,5.86
2021-04-19,DOC_0951,0.7239,1.0595,0.3873,0.7166,1.57
2021-04-21,DOC_0952,0.5666,0.4254,0.5259,1.0413,1.56
2021-04-23,DOC_0953,0.1778,0.2029,-0.0617,0.6341,6.24
2021-04-27,DOC_0954,-0.6583,-0.6077,-1.022,-0.8432,0.03
2021-04-29,DOC_0955,0.5168,0.846,0.589,0.4795,3.19
2021-05-03,DOC_0956,0.0206,0.1527,-0.3417,0.012,3.36
2021-05-05,DOC_0957,0.5233,0.5791,0.3678,0.503,3.79
2021-05-07,DOC_0958,0.351,0.3263,0.3228,0.3379,-2.33
2021-05-11,DOC_0959,0.6406,1.153,0.4967,0.9458,0.86
2021-05-13,DOC_0960,0.2121,0.8433,0.1176,0.3869,2.94
2021-05-17,DOC_0961,0.1944,0.232,0.4464,0.3125,4.09
2021-05-19,DOC_0962,0.1453,0.1485,-0.046,0.0846,0.26
2021-05-21,DOC_0963,0.4815,0.751,0.6434,0.5005,2.48
2021-05-25,DOC_0964,-0.4351,-0.3344,-0.4577,-0.2477,-1.57
2021-05-27,DOC_0965,-0.2787,0.0191,-0.4357,-0.3368,-4.02
2021-05-31,DOC_0966,-0.0804,0.2828,-0.2975,-0.1134,-2.32
2021-06-02,DOC_0967,-0.8413,0.1144,-1.1927,-0.5845,-1.38
2021-06-04,DOC_0968,0.4898,0.7766,0.2147,0.7206,-1.36
2021-06-08,DOC_0969,0.287,0.4208,0.3595,0.1767,0.6
2021-06-10,DOC_0970,0.0134,-0.1005,0.0916,0.042,2.71
2021-06-14,DOC_0971,-0.9637,-0.6492,-1.2335,-1.1371,-5.04
2021-06-16,DOC_0972,-0.6524,-0.3088,-1.3655,-0.6041,-4.26
2021-06-18,DOC_0973,-0.6138,0.0105,-0.6531,-0.3276,-1.09
2021-06-22,DOC_0974,0.0292,0.3918,-0.3726,-0.2426,1.12
2021-06-24,DOC_0975,0.1402,0.3254,-0.2028,0.1181,5.68
2021-06-28,DOC_0976,0.5785,0.8933,0.639,0.8647,4.04
2021-06-30,DOC_0977,-0.3471,0.1434,-0.8874,-0.0552,-6.38
2021-07-02,DOC_0978,-1.0,-0.8241,-1.1969,-0.9729,-5.71
2021-07-06,DOC_0979,-0.5029,-0.3493,-0.6013,-0.3484,-0.45
2021-07-08,DOC_0980,-0.8514,-0.7523,-1.0716,-0.8863,1.06
2021-07-12,DOC_0981,-0.9124,-0.391,-1.0277,-0.5551,-4.16
2021-07-14,DOC_0982,-0.7385,-0.2599,-0.9409,-0.4637,1.72
2021-07-16,DOC_0983,-0.2769,0.0491,-0.6012,-0.4098,4.47
2021-07-20,DOC_0984,-0.4598,-0.3589,-0.5266,-0.4169,-7.73
2021-07-22,DOC_0985,-0.9092,-0.3655,-1.1886,-0.966,-3.8
2021-07-26,DOC_0986,0.013,0.0886,0.0587,-0.2684,-1.8
2021-07-28,DOC_0987,-0.5084,-0.1753,-0.6964,-0.5178,-1.49
2021-07-30,DOC_0988,-0.4881,-0.5861,-0.5164,-0.5461,-3.44
2021-08-03,DOC_0989,-0.4043,-0.3549,-0.8244,-0.3068,-3.13
2021-08-05,DOC_0990,0.2789,0.2738,0.3433,0.6123,1.06
2021-08-09,DOC_0991,-0.0181,0.0336,-0.1324,-0.136,2.42
2021-08-11,DOC_0992,-0.0573,0.1836,-0.2032,-0.2583,-4.88
2021-08-13,DOC_0993,-0.2583,-0.0733,-0.6663,-0.0324,-0.89
2021-08-17,DOC_0994,-0.2952,0.0386,-0.4613,-0.1386,-6.62
2021-08-19,DOC_0995,0.435,0.7503,0.0015,0.5731,6.41
2021-08-23,DOC_0996,0.9657,0.722,1.3158,1.1281,5.74
2021-08-25,DOC_0997,0.3894,0.5702,0.037,0.3292,-1.02
2021-08-27,DOC_0998,-0.375,0.2791,-0.5466,-0.2265,-3.24
2021-08-31,DOC_0999,-0.0072,0.0865,-0.2432,0.1015,5.98
2021-09-02,DOC_1000,0.2463,0.5295,-0.094,0.1777,-1.55
2021-09-06,DOC_1001,0.5706,0.7553,0.4593,0.4404,-0.47
2021-09-08,DOC_1002,1.0,1.0215,0.9024,0.955,8.66
2021-09-10,DOC_1003,0.0984,0.3272,-0.385,0.514,4.29
2021-09-14,DOC_1004,0.1842,0.8314,0.3099,0.2911,0.11
2021-09-16,DOC_1005,0.1282,0.5664,-0.2972,0.21,4.39
2021-09-20,DOC_1006,0.455,0.6355,0.6601,0.5595,5.15
2021-09-22,DOC_1007,0.1966,0.3086,-0.0251,-0.1797,-2.37
2021-09-24,DOC_1008,-0.4699,-0.1352,-0.8488,-0.3979,-0.25
2021-09-28,DOC_1009,-0.7337,-0.369,-0.8055,-0.8998,-3.84
2021-09-30,DOC_1010,-0.5136,-0.0326,-0.5145,0.021,-1.17
2021-10-04,DOC_1011,-0.0058,0.1872,0.0259,0.2661,1.92
2021-10-06,DOC_1012,0.5951,0.4015,0.2219,0.6739,2.52
2021-10-08,DOC_1013,-0.144,-0.1745,-0.0858,-0.0954,0.19
2021-10-12,DOC_1014,-0.1132,-0.119,-0.7462,0.3272,0.07
2021-10-14,DOC_1015,-0.2268,0.0076,-0.1613,-0.4679,-3.46
2021-10-18,DOC_1016,0.4099,0.6137,0.2302,0.4972,1.62
2021-10-20,DOC_1017,-0.1725,0.3879,-0.5348,-0.2401,-5.97
2021-10-22,DOC_1018,-0.0732,-0.0837,-0.2621,0.1755,-0.07
2021-10-26,DOC_1019,-0.1876,-0.6819,-0.3222,0.0893,-0.39
2021-10-28,DOC_1020,0.052,0.325,-0.2883,0.1279,2.23
2021-11-01,DOC_1021,0.2483,0.7957,-0.1096,0.4019,2.37
2021-11-03,DOC_1022,0.131,-0.0239,-0.0153,0.1428,8.57
2021-11-05,DOC_1023,-0.9299,-0.7287,-1.1619,-0.5386,-4.83
2021-11-09,DOC_1024,-0.3353,-0.1298,-0.1553,-0.4184,-0.55
2021-11-11,DOC_1025,-0.1829,0.1249,-0.199,-0.4517,0.36
2021-11-15,DOC_1026,-0.1066,0.189,-0.291,0.0375,-2.78
2021-11-17,DOC_1027,-0.8085,-0.5923,-0.7614,-0.6893,-2.78
2021-11-19,DOC_1028,-0.6093,-0.5578,-0.5341,-0.538,-10.72
2021-11-23,DOC_1029,-0.2057,0.2113,-0.2678,-0.0641,4.84
2021-11-25,DOC_1030,0.4839,0.6894,0.4733,0.4432,2.63
2021-11-29,DOC_1031,0.624,0.9693,0.4552,0.4222,5.11
2021-12-01,DOC_1032,0.8394,0.6949,1.1508,0.7661,7.87
2021-12-03,DOC_1033,0.8642,0.9592,0.7462,0.8387,-1.19
2021-12-07,DOC_1034,-0.7137,-0.4592,-1.0254,-0.8077,2.88
2021-12-09,DOC_1035,-0.4918,-0.5173,-0.2929,-0.7497,-3.15
2021-12-13,DOC_1036,-0.2353,-0.0427,-0.4019,-0.1295,-1.27
2021-12-15,DOC_1037,-0.1248,0.449,-0.6487,-0.2826,1.64
2021-12-17,DOC_1038,-0.5865,-0.6015,-0.8528,-0.4377,-4.95
2021-12-21,DOC_1039,-0.9634,-0.6848,-0.9887,-0.8278,-0.57
2021-12-23,DOC_1040,-0.327,0.1699,-0.4292,-0.4444,-4.07
2021-12-27,DOC_1041,-0.5791,-0.1976,-0.7258,-0.3772,1.1
2021-12-29,DOC_1042,-0.7668,-0.5383,-1.0988,-0.9632,-3.0
2021-12-31,DOC_1043,-1.0,-1.1152,-1.3373,-0.7174,-2.91
2022-01-04,DOC_1044,-0.7543,-0.637,-0.996,-0.6615,-0.32
2022-01-06,DOC_1045,-0.3945,-0.2111,-0.923,-0.146,2.18
2022-01-10,DOC_1046,-0.3554,-0.5394,-0.1762,-0.426,0.45
2022-01-12,DOC_1047,-0.3425,-0.0686,-0.6887,-0.0802,-3.2
2022-01-14,DOC_1048,-1.0,-0.6161,-1.5,-0.7057,-1.89
2022-01-18,DOC_1049,0.2021,0.4764,0.1438,-0.0387,-0.79
2022-01-20,DOC_1050,0.6499,0.3817,0.7559,0.5254,-0.48
2022-01-24,DOC_1051,-0.3221,0.207,-0.3182,-0.2404,-5.21
2022-01-26,DOC_1052,-0.401,-0.2965,-0.3923,-0.3294,-5.2
2022-01-28,DOC_1053,0.5422,0.515,0.2947,0.374,3.23
2022-02-01,DOC_1054,0.0289,0.1563,-0.1063,-0.1321,1.79
